external_gene_name	Description_Ensembl	UniprotAcc
BnaA06g33790D	BnaA06g33790D protein	A0A078I2T0
BnaA06g34070D	BnaA06g34070D protein	A0A078I7U1
BnaA06g33970D	BnaA06g33970D protein	A0A078I7T0
BnaA06g33750D	BnaA06g33750D protein	A0A078I5I7
BnaA06g33980D	BnaA06g33980D protein	A0A078I701
BnaA06g33890D	BnaA06g33890D protein	A0A078I2U3
BnaA06g33710D	BnaA06g33710D protein	A0A078I544
BnaA06g34050D	BnaA06g34050D protein	A0A078I5L5
BnaA06g33830D	BnaA06g33830D protein	A0A078I6Y8
BnaA06g33700D	BnaA06g33700D protein	A0A078I5I5
BnaA06g33730D	BnaA06g33730D protein	A0A078I6Y0
BnaA06g33880D	BnaA06g33880D protein	A0A078I6Z2
BnaA06g33850D	Expansin	A0A078I5J6
BnaA06g33770D	BnaA06g33770D protein	A0A078I7R3
BnaA06g33760D	BnaA06g33760D protein	A0A078I547
BnaA06g34020D	BnaA06g34020D protein	A0A078I7T6
BnaA06g33920D	BnaA06g33920D protein	A0A078I7S6
BnaA06g33860D	BnaA06g33860D protein	A0A078I553
BnaA06g33930D	BnaA06g33930D protein	A0A078I6Z6
BnaA06g34080D	BnaA06g34080D protein	A0A078I712
BnaA06g33800D	BnaA06g33800D protein	A0A078I5J2
BnaA06g33940D	BnaA06g33940D protein	A0A078I2U9
BnaA06g33840D	BnaA06g33840D protein	A0A078I2T7
BnaA06g33960D	BnaA06g33960D protein	A0A078I559
BnaA06g33780D	BnaA06g33780D protein	A0A078I6Y4
BnaC09g54030D	BnaC09g54030D protein	A0A078JU14
BnaCnng69940D	BnaCnng69940D protein (Fragment)	A0A078JZ45
BnaA08g30140D	BnaA08g30140D protein	A0A078IRP2
BnaA08g30180D	BnaA08g30180D protein	A0A078IWH3
BnaA08g30190D	Auxin-responsive protein	A0A078IRP5
BnaA08g30170D	BnaA08g30170D protein	A0A078IXI4
BnaA08g30150D	BnaA08g30150D protein	A0A078IV12
BnaA08g30130D	BnaA08g30130D protein	A0A078IWG7
BnaA08g30120D	BnaA08g30120D protein	A0A078IXH9
BnaA08g30110D	BnaA08g30110D protein	A0A078IUP2
BnaA08g30160D	BnaA08g30160D protein	A0A078IUP8
BnaCnng63340D	BnaCnng63340D protein (Fragment)	A0A078JPA6
BnaA07g03090D	BnaA07g03090D protein	A0A078H1P9
BnaA07g03500D	BnaA07g03500D protein	A0A078GY30
BnaA07g03370D	BnaA07g03370D protein	A0A078H1M4
BnaA07g03450D	BnaA07g03450D protein	A0A078GY24
BnaA07g03470D	BnaA07g03470D protein	A0A078H1N4
BnaA07g03340D	BnaA07g03340D protein	A0A078H1S9
BnaA07g03150D	BnaA07g03150D protein	A0A078GXZ8
BnaA07g03240D	Mechanosensitive ion channel protein	A0A078H1R4
BnaA07g03510D	BnaA07g03510D protein	A0A078H0V2
BnaA07g03460D	BnaA07g03460D protein	A0A078H0U9
BnaA07g03420D	BnaA07g03420D protein	A0A078H1M9
BnaA07g03170D	BnaA07g03170D protein	A0A078H1K2
BnaA07g03160D	BnaA07g03160D protein	A0A078H0S5
BnaA07g03290D	BnaA07g03290D protein	A0A078JI16
BnaA07g03130D	BnaA07g03130D protein	A0A078H3G7
BnaA07g03110D	BnaA07g03110D protein	A0A078H0S1
BnaA07g03070D	BnaA07g03070D protein	A0A078H1J1
BnaA07g03210D	BnaA07g03210D protein	A0A078H0T0
BnaA07g03360D	Glycosyltransferase	A0A078H0U0
BnaA07g03120D	BnaA07g03120D protein	A0A078H1J5
BnaA07g03300D	BnaA07g03300D protein	A0A078GY09
BnaA07g03080D	BnaA07g03080D protein	A0A078H3G2
BnaA07g03200D	BnaA07g03200D protein	A0A078GY02
BnaA07g03180D	BnaA07g03180D protein	A0A078H3H0
BnaA07g03430D	BnaA07g03430D protein	A0A078H3J2
BnaA07g03400D	BnaA07g03400D protein	A0A078GY15
BnaA07g03190D	BnaA07g03190D protein	A0A078H1Q8
BnaA07g03220D	BnaA07g03220D protein	A0A078H1K7
BnaA07g03490D	Beta-galactosidase	A0A078H1U8
BnaA07g03250D	BnaA07g03250D protein	A0A078GY07
BnaA07g03310D	BnaA07g03310D protein	A0A078H0T6
BnaA07g03100D	BnaA07g03100D protein	A0A078GXZ5
BnaA07g03480D	BnaA07g03480D protein	A0A078H3J8
BnaA07g03330D	BnaA07g03330D protein	A0A078H3I3
BnaA07g03390D	BnaA07g03390D protein	A0A078H1T4
BnaA07g03440D	BnaA07g03440D protein	A0A078H1U2
BnaA07g03350D	BnaA07g03350D protein	A0A078GY13
BnaA07g03380D	BnaA07g03380D protein	A0A078H3I7
BnaA07g03260D	BnaA07g03260D protein	A0A078H0T3
BnaA07g03140D	BnaA07g03140D protein	A0A078H1Q3
BnaA07g03230D	BnaA07g03230D protein	A0A078H3H4
BnaA07g03410D	RING-type E3 ubiquitin transferase	A0A078H0U4
BnaA07g03280D	BnaA07g03280D protein	A0A078H3H9
BnaA07g03320D	BnaA07g03320D protein	A0A078H2E3
BnaA07g03270D	BnaA07g03270D protein	A0A078H1L1
BnaC03g76260D	BnaC03g76260D protein	Q9AXN5
BnaC03g76220D	BnaC03g76220D protein	A0A078J0S3
BnaC03g76210D	BnaC03g76210D protein	A0A078J0L2
BnaC03g76250D	BnaC03g76250D protein	A0A078IXI1
BnaC03g76240D	BnaC03g76240D protein	A0A078J332
BnaC03g76230D	BnaC03g76230D protein	A0A078J2W3
BnaC09g47890D	BnaC09g47890D protein	A0A078JHR9
BnaC09g47900D	BnaC09g47900D protein	A0A078JIN7
BnaC09g47860D	Glutamate dehydrogenase	A0A078JC83
BnaC09g47920D	BnaC09g47920D protein	A0A078JEY6
BnaC09g47880D	BnaC09g47880D protein	A0A078JFK1
BnaC09g47870D	Cyclin	A0A078JEY1
BnaC09g47930D	Oleosin	A0A078JFK5
BnaC09g47910D	BnaC09g47910D protein	A0A078JC86
BnaCnng77750D	BnaCnng77750D protein	A0A078K3I5
BnaC07g50270D	BnaC07g50270D protein	A0A078JAX6
BnaC07g50250D	BnaC07g50250D protein	A0A078J7P0
BnaC07g50260D	4-hydroxybenzoate polyprenyltransferase, mitochondrial	A0A078JAF9
BnaC07g50240D	BnaC07g50240D protein	A0A078JDU1
BnaCnng75370D	BnaCnng75370D protein	A0A078K216
BnaAnng32300D	BnaAnng32300D protein	A0A078JT44
BnaAnng32890D	BnaAnng32890D protein	A0A078JX43
BnaAnng32900D	BnaAnng32900D protein	A0A078JRI8
BnaCnng76520D	BnaCnng76520D protein	A0A078JX50
BnaCnng76510D	BnaCnng76510D protein	A0A078K2T9
BnaC01g43750D	BnaC01g43750D protein (Fragment)	A0A078JQ49
BnaC01g43740D	BnaC01g43740D protein	A0A078JN34
BnaA02g23210D		NA
BnaA02g23120D		NA
BnaA02g22980D		NA
BnaA02g23050D		NA
BnaA02g23270D		NA
BnaA02g23060D		NA
BnaA02g23280D		NA
BnaA02g22990D		NA
BnaA02g23150D		NA
BnaA02g22930D		NA
BnaA02g23010D		NA
BnaA02g23320D		NA
BnaA02g23430D		NA
BnaA02g23100D		NA
BnaA02g23130D		NA
BnaA02g23090D		NA
BnaA02g23390D		NA
BnaA02g23300D		NA
BnaA02g23340D		NA
BnaA02g22970D		NA
BnaA02g23220D		NA
BnaA02g23070D		NA
BnaA02g23410D	BnaC09g22190D protein	A0A078EZ32
BnaA02g23190D		NA
BnaA02g23240D		NA
BnaA02g23350D		NA
BnaA02g23110D		NA
BnaA02g23080D		NA
BnaA02g22940D		NA
BnaA02g23330D		NA
BnaA02g23230D		NA
BnaA02g23360D		NA
BnaA02g23180D		NA
BnaA02g23310D		NA
BnaA02g22960D		NA
BnaA02g23250D		NA
BnaA02g23160D		NA
BnaA02g23020D		NA
BnaA02g23030D		NA
BnaA02g22910D		NA
BnaA02g23290D		NA
BnaA02g22920D		NA
BnaA02g23200D		NA
BnaA02g23380D		NA
BnaA02g23140D		NA
BnaA02g23040D		NA
BnaA02g23000D		NA
BnaA02g23170D		NA
BnaA02g23370D		NA
BnaA02g23400D		NA
BnaA02g22950D		NA
BnaA02g23260D		NA
BnaA02g23420D		NA
BnaCnng39880D	BnaCnng39880D protein	A0A078J9P0
BnaCnng39870D	BnaCnng39870D protein	A0A078J6V8
BnaCnng39890D	BnaCnng39890D protein	A0A078JAD4
BnaC07g30920D	BnaC07g30920D protein	A0A078G9J4
BnaC07g31100D	BnaC07g31100D protein	A0A078GDI2
BnaC07g31250D	BnaC07g31250D protein	A0A078GDG8
BnaC07g31830D	Sulfotransferase	A0A078GCD7
BnaC07g30980D	BnaC07g30980D protein	A0A078GCP6
BnaC07g31410D	BnaC07g31410D protein	A0A078GCH0
BnaC07g31730D	BnaC07g31730D protein	A0A078GCH9
BnaC07g31070D	BnaC07g31070D protein	A0A078G9I4
BnaC07g31650D	BnaC07g31650D protein	A0A078GDD5
BnaC07g30910D	BnaC07g30910D protein	A0A078GCK0
BnaC07g31520D	BnaC07g31520D protein	A0A078G9F3
BnaC07g31050D	BnaC07g31050D protein	A0A078GDI7
BnaC07g31460D	BnaC07g31460D protein	A0A078GCG9
BnaC07g31770D	BnaC07g31770D protein	A0A078G9B6
BnaC07g31620D	BnaC07g31620D protein	A0A078G9E7
BnaC07g31790D	BnaC07g31790D protein	A0A078GEF3
BnaC07g30970D	Exocyst subunit Exo70 family protein	A0A078G9J0
BnaC07g31320D	BnaC07g31320D protein	A0A078G9G5
BnaC07g31530D	BnaC07g31530D protein	A0A078GCK5
BnaC07g31630D	BnaC07g31630D protein	A0A078GCJ7
BnaC07g31610D	BnaC07g31610D protein	A0A078GCG3
BnaC07g30890D	BnaC07g30890D protein	A0A078GER4
BnaC07g31740D	BnaC07g31740D protein	A0A078GEI5
BnaC07g31370D	BnaC07g31370D protein	A0A078G9G3
BnaC07g30940D	BnaC07g30940D protein	A0A078GEQ9
BnaC07g31110D	BnaC07g31110D protein	A0A078GCI7
BnaC07g31760D	BnaC07g31760D protein	A0A078GCE7
BnaC07g31690D	BnaC07g31690D protein	A0A078GEI9
BnaC07g31600D	BnaC07g31600D protein	A0A078GDE0
BnaC07g31700D	BnaC07g31700D protein	A0A078GDD1
BnaC07g31080D	BnaC07g31080D protein	A0A078GCN9
BnaC07g31130D	BnaC07g31130D protein	A0A078GCN4
BnaC07g31860D	BnaC07g31860D protein (Fragment)	A0A078GCB3
BnaC07g31670D	BnaC07g31670D protein	A0A078G9E4
BnaC07g31390D	BnaC07g31390D protein	A0A078GEL6
BnaC07g31220D	BnaC07g31220D protein	A0A078G9H1
BnaC07g31470D	BnaC07g31470D protein	A0A078G9F6
BnaC07g31310D	BnaC07g31310D protein	A0A078GCH5
BnaC07g31400D	BnaC07g31400D protein	A0A078GDF3
BnaC07g31590D	BnaC07g31590D protein	A0A078GEJ7
BnaC07g31160D	Flavin-containing monooxygenase	A0A078GCI5
BnaC07g31660D	BnaC07g31660D protein	A0A078GCG0
BnaC07g31030D	BnaC07g31030D protein	A0A078GCP2
BnaC07g31850D	BnaC07g31850D protein	A0A078GD78
BnaC07g31550D	BnaC07g31550D protein	A0A078GDE3
BnaC07g31150D	Flavin-containing monooxygenase	A0A078GDH9
BnaC07g31720D	BnaC07g31720D protein	A0A078G9E2
BnaC07g31490D	BnaC07g31490D protein	A0A078GEK6
BnaC07g31210D	BnaC07g31210D protein	A0A078GCI2
BnaC07g31090D	BnaC07g31090D protein	A0A078GEP3
BnaC07g31040D	BnaC07g31040D protein	A0A078GEP8
BnaC07g31510D	BnaC07g31510D protein	A0A078GCG7
BnaC07g31480D	BnaC07g31480D protein	A0A078GCK8
BnaC07g31680D	BnaC07g31680D protein	A0A078GCJ2
BnaC07g31280D	BnaC07g31280D protein	A0A078GCM2
BnaC07g31450D	BnaC07g31450D protein	A0A078GDF2
BnaC07g31170D	BnaC07g31170D protein	A0A078G9H5
BnaC07g31580D	BnaC07g31580D protein	A0A078GCK1
BnaC07g31710D	BnaC07g31710D protein	A0A078GCF7
BnaC07g31640D	BnaC07g31640D protein	A0A078GEJ4
BnaC07g30900D	BnaC07g30900D protein	A0A078GDK1
BnaC07g31810D	BnaC07g31810D protein	A0A078GCC0
BnaC07g31180D	BnaC07g31180D protein	A0A078GCN0
BnaC07g31290D	BnaC07g31290D protein	A0A078GEM5
BnaC07g30930D	BnaC07g30930D protein	A0A078GCP9
BnaC07g31570D	BnaC07g31570D protein	A0A078G9F0
BnaC07g31780D	BnaC07g31780D protein	A0A078GCE3
BnaC07g30960D	Replication protein A subunit	A0A078GCJ8
BnaC07g31500D	BnaC07g31500D protein	A0A078GDE8
BnaC07g31300D	BnaC07g31300D protein	A0A078GDG4
BnaC07g31260D	BnaC07g31260D protein	A0A078GCH7
BnaC07g31420D	BnaC07g31420D protein	A0A078G9F9
BnaC07g31000D	BnaC07g31000D protein	A0A078GDJ2
BnaC07g31190D	BnaC07g31190D protein	A0A078GEN4
BnaC07g31350D	BnaC07g31350D protein	A0A078GDF8
BnaC07g31330D	ATP-dependent 6-phosphofructokinase	A0A078GCL9
BnaC07g31540D	BnaC07g31540D protein	A0A078GEK1
BnaC07g30990D	Histone deacetylase	A0A078GEQ3
BnaC07g31440D	BnaC07g31440D protein	A0A078GEL2
BnaC07g31560D	BnaC07g31560D protein	A0A078GCG6
BnaC07g31800D	BnaC07g31800D protein	A0A078GD85
BnaC07g31230D	BnaC07g31230D protein	A0A078GCM7
BnaC07g31240D	Autophagy-related protein 3	A0A078GEM9
BnaC07g31820D	BnaC07g31820D protein	A0A078G9B1
BnaC07g31020D	BnaC07g31020D protein	A0A078G9I6
BnaC07g31430D	BnaC07g31430D protein	A0A078GCL3
BnaC07g31750D	BnaC07g31750D protein	A0A078GDB9
BnaC07g30950D	BnaC07g30950D protein	A0A078GDJ7
BnaC07g31060D	BnaC07g31060D protein	A0A078GCJ1
BnaC07g31340D	BnaC07g31340D protein	A0A078GEM0
BnaC07g31010D	BnaC07g31010D protein	A0A078GCJ4
BnaC07g31840D	Cyclin-dependent kinase inhibitor	A0A078GEE8
BnaC07g31380D	BnaC07g31380D protein	A0A078GCL6
BnaC07g31120D	BnaC07g31120D protein	A0A078G9H9
BnaC07g31360D	BnaC07g31360D protein	A0A078GCH3
BnaC07g31270D	BnaC07g31270D protein	A0A078G9G7
BnaC07g31200D	BnaC07g31200D protein	A0A078GDH3
BnaC07g31140D	BnaC07g31140D protein	A0A078GEN9
BnaAnng25470D	BnaAnng25470D protein	A0A078ETI0
BnaCnng60690D	BnaCnng60690D protein	A0A078JPX2
BnaCnng60700D	BnaCnng60700D protein	A0A078JQY4
BnaCnng78220D	BnaCnng78220D protein (Fragment)	A0A078K460
BnaCnng57880D	BnaCnng57880D protein	A0A078JRW5
BnaCnng57890D	BnaCnng57890D protein	A0A078JKZ1
BnaAnng24040D	BnaAnng24040D protein (Fragment)	A0A078JNN7
BnaA02g17150D	BnaA02g17150D protein	A0A078HIT5
BnaA02g17020D	BnaA02g17020D protein	A0A078I9H5
BnaA02g16990D	BnaA02g16990D protein	A0A078I7G8
BnaA02g16970D	BnaA02g16970D protein	F8SLT1
BnaA02g17000D	BnaA02g17000D protein	A0A078I862
BnaA02g17120D	BnaA02g17120D protein	A0A078I9F6
BnaA02g17160D	BnaA02g17160D protein	A0A078I568
BnaA02g17060D	BnaA02g17060D protein	A0A078I5C0
BnaA02g17070D	BnaA02g17070D protein	A0A078I9H1
BnaA02g17010D	BnaA02g17010D protein	A0A078I5C6
BnaA02g17090D	BnaA02g17090D protein	A0A078I7F8
BnaA02g17050D	BnaA02g17050D protein	A0A078I853
BnaA02g17030D	BnaA02g17030D protein	A0A078IA40
BnaA02g17170D	BnaA02g17170D protein	A0A078I9D3
BnaA02g17140D	BnaA02g17140D protein	A0A078I7E5
BnaA02g17100D	BnaA02g17100D protein	A0A078I849
BnaA02g16950D	BnaA02g16950D protein	A0A078I866
BnaA02g16960D	ATP-dependent DNA helicase	A0A078I5D6
BnaA02g16980D	BnaA02g16980D protein	A0A078IA44
BnaA02g17110D	BnaA02g17110D protein	A0A078I5A3
BnaA02g17080D	BnaA02g17080D protein	A0A078IA34
BnaA02g17040D	BnaA02g17040D protein	A0A078I7G4
BnaA02g17130D	BnaA02g17130D protein	A0A078IA28
BnaCnng46860D	Peroxidase	A0A078JFZ1
BnaCnng46840D	WAT1-related protein	A0A078JCN1
BnaCnng46850D	rRNA adenine N(6)-methyltransferase	A0A078JFB7
BnaCnng46870D	BnaCnng46870D protein	A0A078JI25
BnaC07g50910D	BnaC07g50910D protein	A0A078JYN0
BnaC03g75880D	BnaC03g75880D protein (Fragment)	A0A078JXF8
BnaA03g57930D	BnaA03g57930D protein	A0A078JF88
BnaA03g57910D	BnaA03g57910D protein	A0A078JKA6
BnaA03g57900D	BnaA03g57900D protein	A0A078JIE9
BnaA03g57890D	BnaA03g57890D protein	A0A078JHT8
BnaA03g57920D	BnaA03g57920D protein	A0A078JLJ1
BnaCnng67000D	BnaA06g16900D protein	A0A078HES9
BnaCnng63920D	BnaCnng63920D protein	A0A078JVF7
BnaCnng63930D	BnaCnng63930D protein	A0A078JPK2
BnaCnng63950D	BnaCnng63950D protein (Fragment)	A0A078JSW4
BnaCnng63940D	BnaCnng63940D protein	A0A078JRQ8
BnaAnng33680D	BnaAnng33680D protein	A0A078JYA6
BnaCnng71270D	BnaCnng71270D protein	A0A078JZJ0
BnaAnng41720D	BnaAnng41720D protein (Fragment)	A0A078K3Z8
BnaUnng02940D	BnaUnng02940D protein	A0A078JPF5
BnaCnng56160D	BnaCnng56160D protein	A0A078JPV9
BnaCnng56150D	BnaCnng56150D protein	A0A078JMR2
BnaAnng32060D	BnaAnng32060D protein (Fragment)	A0A078JQS0
BnaA04g03270D		NA
BnaA04g04050D		NA
BnaA04g03160D		NA
BnaA04g03140D		NA
BnaA04g02620D		NA
BnaA04g02640D		NA
BnaA04g03730D		NA
BnaA04g03740D		NA
BnaA04g02630D		NA
BnaA04g04340D		NA
BnaA04g04060D		NA
BnaA04g04910D		NA
BnaA04g04190D		NA
BnaA04g03660D		NA
BnaA04g04790D		NA
BnaA04g04140D		NA
BnaA04g03060D		NA
BnaA04g03520D		NA
BnaA04g04950D	BnaC01g14380D protein	A0A078CGA7
BnaA04g03750D		NA
BnaA04g02520D		NA
BnaA04g03220D		NA
BnaA04g02650D		NA
BnaA04g04220D		NA
BnaA04g04880D		NA
BnaA04g03540D		NA
BnaA04g04390D		NA
BnaA04g03490D		NA
BnaA04g04530D		NA
BnaA04g03390D		NA
BnaA04g03190D		NA
BnaA04g02610D		NA
BnaA04g03120D		NA
BnaA04g03300D		NA
BnaA04g04090D		NA
BnaA04g03410D		NA
BnaA04g03870D		NA
BnaA04g03550D		NA
BnaA04g04640D		NA
BnaA04g03630D		NA
BnaA04g02540D		NA
BnaA04g03000D		NA
BnaA04g04920D		NA
BnaA04g03210D		NA
BnaA04g02750D	Putative transcription factor bHLH107	Q9LET0
BnaA04g03320D		NA
BnaA04g03530D		NA
BnaA04g03720D		NA
BnaA04g04040D		NA
BnaA04g03910D		NA
BnaA04g05140D		NA
BnaA04g03640D		NA
BnaA04g02700D		NA
BnaA04g03340D		NA
BnaA04g03760D		NA
BnaA04g04870D		NA
BnaA04g03230D		NA
BnaA04g04420D		NA
BnaA04g02800D		NA
BnaA04g04510D		NA
BnaA04g03240D		NA
BnaA04g04940D		NA
BnaA04g03370D		NA
BnaA04g04210D		NA
BnaA04g03400D		NA
BnaA04g02690D		NA
BnaA04g04250D		NA
BnaA04g05160D		NA
BnaA04g02730D		NA
BnaA04g04260D		NA
BnaA04g05190D		NA
BnaA04g05070D		NA
BnaA04g03460D		NA
BnaA04g03710D		NA
BnaA04g04170D		NA
BnaA04g02970D		NA
BnaA04g02900D		NA
BnaA04g04030D		NA
BnaA04g02530D		NA
BnaA04g04020D		NA
BnaA04g04890D		NA
BnaA04g02990D		NA
BnaA04g03510D		NA
BnaA04g05040D		NA
BnaA04g04650D		NA
BnaA04g03330D		NA
BnaA04g02940D		NA
BnaA04g04010D		NA
BnaA04g04330D		NA
BnaA04g04930D		NA
BnaA04g02680D		NA
BnaA04g03940D		NA
BnaA04g03700D		NA
BnaA04g03980D		NA
BnaA04g04800D		NA
BnaA04g05230D		NA
BnaA04g04270D		NA
BnaA04g04180D		NA
BnaA04g05200D		NA
BnaA04g02950D		NA
BnaA04g02580D		NA
BnaA04g03560D		NA
BnaA04g03970D		NA
BnaA04g05000D		NA
BnaA04g03680D		NA
BnaA04g02890D	BnaC04g24710D protein	A0A078CGT8
BnaA04g04460D		NA
BnaA04g03430D		NA
BnaA04g04100D		NA
BnaA04g03080D		NA
BnaA04g04490D		NA
BnaA04g04370D		NA
BnaA04g05110D		NA
BnaA04g04620D	BnaC04g27110D protein	A0A078CMA6
BnaA04g03580D		NA
BnaA04g04350D		NA
BnaA04g02860D		NA
BnaA04g03030D		NA
BnaA04g04570D		NA
BnaA04g03500D		NA
BnaA04g04080D		NA
BnaA04g05050D	BnaC06g14370D protein	A0A078CGB5
BnaA04g04280D		NA
BnaA04g04310D		NA
BnaA04g04810D		NA
BnaA04g02710D		NA
BnaA04g05170D		NA
BnaA04g03470D		NA
BnaA04g04820D		NA
BnaA04g04200D		NA
BnaA04g03840D		NA
BnaA04g05020D		NA
BnaA04g03900D		NA
BnaA04g04320D		NA
BnaA04g02850D		NA
BnaA04g04980D		NA
BnaA04g05150D		NA
BnaA04g02780D		NA
BnaA04g03990D		NA
BnaA04g04550D		NA
BnaA04g03130D		NA
BnaA04g02500D		NA
BnaA04g03950D		NA
BnaA04g05030D		NA
BnaA04g03100D	BnaA05g10790D protein	A0A078IBL1
BnaA04g04770D		NA
BnaA04g04450D		NA
BnaA04g03610D		NA
BnaA04g02840D		NA
BnaA04g04720D		NA
BnaA04g04630D		NA
BnaA04g02590D		NA
BnaA04g05100D		NA
BnaA04g04610D		NA
BnaA04g03070D		NA
BnaA04g02660D		NA
BnaA04g04710D		NA
BnaA04g03380D		NA
BnaA04g05240D		NA
BnaA04g04440D		NA
BnaA04g04960D		NA
BnaA04g02560D		NA
BnaA04g04560D		NA
BnaA04g02600D		NA
BnaA04g03310D		NA
BnaA04g04740D		NA
BnaA04g02830D		NA
BnaA04g04480D		NA
BnaA04g04130D		NA
BnaA04g04580D		NA
BnaA04g02720D		NA
BnaA04g04110D		NA
BnaA04g05220D		NA
BnaA04g02810D		NA
BnaA04g02930D		NA
BnaA04g03890D		NA
BnaA04g05090D		NA
BnaA04g04780D	BnaC04g27310D protein	A0A078CJJ5
BnaA04g03280D		NA
BnaA04g05210D		NA
BnaA04g04750D		NA
BnaA04g02820D		NA
BnaA04g04290D	BnaAnng18260D protein	A0A078JS49
BnaA04g05180D		NA
BnaA04g03860D		NA
BnaA04g02740D		NA
BnaA04g04070D		NA
BnaA04g04470D		NA
BnaA04g05010D		NA
BnaA04g02870D		NA
BnaA04g04230D		NA
BnaA04g03420D		NA
BnaA04g04970D		NA
BnaA04g03810D		NA
BnaA04g02920D		NA
BnaA04g03790D		NA
BnaA04g04000D		NA
BnaA04g04150D		NA
BnaA04g03260D		NA
BnaA04g04300D		NA
BnaA04g04700D		NA
BnaA04g03960D		NA
BnaA04g02670D		NA
BnaA04g04670D		NA
BnaA04g02510D		NA
BnaA04g02550D		NA
BnaA04g03010D		NA
BnaA04g03850D		NA
BnaA04g04540D		NA
BnaA04g04760D		NA
BnaA04g02960D		NA
BnaA04g03800D		NA
BnaA04g03450D		NA
BnaA04g03050D		NA
BnaA04g03350D		NA
BnaA04g04690D		NA
BnaA04g03770D		NA
BnaA04g04430D		NA
BnaA04g03480D		NA
BnaA04g04840D		NA
BnaA04g04830D		NA
BnaA04g04850D		NA
BnaA04g03880D		NA
BnaA04g04240D		NA
BnaA04g02770D		NA
BnaA04g03360D		NA
BnaA04g04590D		NA
BnaA04g05130D		NA
BnaA04g05060D		NA
BnaA04g04860D		NA
BnaA04g03620D		NA
BnaA04g04990D		NA
BnaA04g03250D		NA
BnaA04g03110D		NA
BnaA04g03590D		NA
BnaA04g03290D		NA
BnaA04g03200D		NA
BnaA04g02790D		NA
BnaA04g04380D		NA
BnaA04g04360D		NA
BnaA04g04600D		NA
BnaA04g03440D		NA
BnaA04g03040D		NA
BnaA04g02570D	BnaCnng55070D protein	A0A078JP05
BnaA04g02910D		NA
BnaA04g03570D		NA
BnaA04g03170D		NA
BnaA04g03830D		NA
BnaA04g04410D		NA
BnaA04g05120D	Fructose-bisphosphate aldolase	A0A078JFE6
BnaA04g04500D		NA
BnaA04g03930D		NA
BnaA04g05080D		NA
BnaA04g03150D		NA
BnaA04g02760D	BnaA03g19320D protein	Q6LD03
BnaA04g03600D		NA
BnaA04g04160D	APETALA3-4	Q9M7M0
BnaA04g02980D		NA
BnaA04g03670D		NA
BnaA04g04900D		NA
BnaA04g03650D		NA
BnaA04g04400D		NA
BnaA04g04520D		NA
BnaA04g03780D		NA
BnaA04g03920D		NA
BnaA04g03180D		NA
BnaA04g03090D		NA
BnaA04g04730D		NA
BnaA04g04660D		NA
BnaA04g03820D		NA
BnaA04g03020D		NA
BnaA04g02880D		NA
BnaA04g04680D		NA
BnaA04g03690D		NA
BnaA04g04120D		NA
BnaCnng63440D	BnaCnng63440D protein (Fragment)	A0A078JV16
BnaAnng28210D	BnaAnng28210D protein	A0A078JQM2
BnaCnng65120D	BnaCnng65120D protein	A0A078JQ77
BnaUnng04040D	BnaUnng04040D protein	A0A078JZ60
BnaC04g53660D	BnaC04g53660D protein	A0A078JEJ5
BnaC04g53680D	BnaC04g53680D protein	A0A078JHF1
BnaC04g53690D	BnaC04g53690D protein	A0A078JI99
BnaC04g53670D	BnaC04g53670D protein	A0A078JF62
BnaC03g71380D	BnaC03g71380D protein	A0A078JXB8
BnaA07g38750D	BnaA07g38750D protein	A0A078JUA2
BnaAnng36590D	BnaAnng36590D protein	A0A078JXS0
BnaAnng37060D	BnaAnng37060D protein	A0A078K0C8
BnaAnng40990D	BnaAnng40990D protein (Fragment)	A0A078K127
BnaC06g02900D	BnaA06g16360D protein	A0A078GSF7
BnaC06g03200D	BnaC06g03200D protein	A0A078GSI0
BnaC06g02730D	Pectin acetylesterase	A0A078GSI3
BnaC06g02620D	BnaC06g02620D protein	A0A078GRN4
BnaC06g03130D	BnaC06g03130D protein	A0A078GSM0
BnaC06g02990D	BnaC06g02990D protein	A0A078GU03
BnaC06g03190D	BnaC06g03190D protein	A0A078GU18
BnaC06g02670D	BnaC06g02670D protein	A0A078GRN7
BnaC06g02640D	BnaC06g02640D protein	A0A078GTX2
BnaC06g02940D	BnaC06g02940D protein	A0A078GTZ8
BnaC06g02790D	BnaC06g02790D protein	A0A078GTY3
BnaC06g03100D	BnaC06g03100D protein	A0A078GSH4
BnaC06g02910D	BnaC06g02910D protein	A0A078GNK1
BnaC06g02880D	BnaC06g02880D protein	A0A078GSK0
BnaC06g02630D	BnaC06g02630D protein	A0A078GSH2
BnaC06g02700D	BnaC06g02700D protein	A0A078GSE2
BnaC06g02830D	BnaC06g02830D protein	A0A078GSJ4
BnaC06g02820D	BnaC06g02820D protein	A0A078GRP5
BnaC06g02660D	BnaC06g02660D protein	A0A078GNI0
BnaC06g02780D	BnaC06g02780D protein	A0A078GSI7
BnaC06g02930D	BnaC06g02930D protein	A0A078GSK3
BnaC06g03140D	BnaC06g03140D protein	A0A078GU16
BnaC06g02590D	BnaC06g02590D protein	A0A078GTW9
BnaC06g02890D	BnaC06g02890D protein	A0A078GTZ4
BnaC06g03070D	BnaC06g03070D protein	A0A078GRQ8
BnaC06g03210D	BnaC06g03210D protein	A0A078GNN1
BnaC06g03030D	BnaC06g03030D protein	A0A078GSL3
BnaC06g03040D	Tubulin alpha chain	A0A078INH1
