entrezgene_id	external_gene_name	Description_NCBI	ALIAS
106346787	BnaA06g10830D	syntaxin-51	LOC106346787
106346788	BnaA06g10810D	probable ubiquitin receptor RAD23a	LOC106346788
106346789	BnaA06g10780D	uncharacterized BNAA06G10780D	BNAA06G10780D
106346790	BnaA06g10790D	uncharacterized BNAA06G10790D	BNAA06G10790D
106346791	BnaA06g10770D	tubby-like protein 8	LOC106346791
106346794	BnaA06g10750D	phosphatidylinositol-glycan biosynthesis class F protein	LOC106346794
106346796	BnaA06g10670D	"photosynthetic NDH subunit of subcomplex B 1, chloroplastic"	LOC106346796
106346799	BnaA06g10600D	40S ribosomal protein S12-1	LOC106346799
106346802	BnaA06g10570D	uncharacterized BNAA06G10570D	BNAA06G10570D
106346803	BnaA06g10550D	"uncharacterized protein At2g39795, mitochondrial"	BNAA06G10550D
106346805	BnaA06g10560D	Golgi SNAP receptor complex member 1-1	LOC106346805
106346817	BnaA02g24220D	28 kDa heat- and acid-stable phosphoprotein-like	LOC106346817
106346823	BnaA01g17130D	O-fucosyltransferase 29	BNAA01G17130D
106346833	BnaA06g12190D	uncharacterized BNAA06G12190D	BNAA06G12190D
106346839	BnaA06g12100D	basic transcription factor 3	LOC106346839
106346866	BnaA06g11730D	protein ELF4-LIKE 4	LOC106346866
106346873	BnaA01g26540D	autophagy-related protein 13b	BNAA01G26540D
106346874	BnaCnng65950D	equilibrative nucleotide transporter 3	LOC106346874
106346887	BnaA01g26550D	probable serine/threonine-protein kinase WNK6	LOC106346887
106346887	BnaA01g26550D	probable serine/threonine-protein kinase WNK6	ZIK5
106346890	BnaA06g12330D	mitogen-activated protein kinase 8	LOC106346890
106346895	BnaA06g12390D	thaumatin-like protein	LOC106346895
106346897	BnaC05g34370D	putative 60S ribosomal protein L30-1	LOC106346897
106346897	BnaA01g26560D	putative 60S ribosomal protein L30-1	LOC106346897
106346897	BnaC01g43880D	putative 60S ribosomal protein L30-1	LOC106346897
106346897	BnaC03g40660D	putative 60S ribosomal protein L30-1	LOC106346897
106346897	BnaA05g21410D	putative 60S ribosomal protein L30-1	LOC106346897
106346897	BnaA03g34910D	putative 60S ribosomal protein L30-1	LOC106346897
106346915	BnaA06g12760D	"RHOMBOID-like protein 12, mitochondrial"	LOC106346915
106346927	BnaA06g12880D	"photosynthetic NDH subunit of subcomplex B 4, chloroplastic"	LOC106346927
106346927	BnaAnng37450D	"photosynthetic NDH subunit of subcomplex B 4, chloroplastic"	LOC106346927
106346932	BnaA06g13970D	protein SHI RELATED SEQUENCE 7	LOC106346932
106346935	BnaA06g13930D	purine permease 14	LOC106346935
106346936	BnaA06g13920D	purine permease 14	LOC106346936
106346937	BnaA06g13910D	lon protease	LOC106346937
106346938	BnaA06g13900D	thioredoxin H-type 2-like	Trx-H-2
106346938	BnaA06g13900D	thioredoxin H-type 2-like	THL-2
106346938	BnaA06g13900D	thioredoxin H-type 2-like	LOC106346938
106346939	BnaA06g13890D	pentatricopeptide repeat-containing protein At1g19720	LOC106346939
106346941	BnaA06g13870D	uncharacterized BNAA06G13870D	BNAA06G13870D
106346945	BnaA06g13830D	chlorophyllase-1	LOC106346945
106346947	BnaA06g13810D	phosphatidylinositol/phosphatidylcholine transfer protein SFH4	LOC106346947
106346948	BnaA06g13780D	uncharacterized sugar kinase slr0537	BNAA06G13780D
106346949	BnaA06g13750D	isoflavone reductase homolog P3	LOC106346949
106346950	BnaA06g13760D	"glutathione S-transferase DHAR1, mitochondrial"	LOC106346950
106346951	BnaA06g13730D	"protein NUCLEAR FUSION DEFECTIVE 5, mitochondrial"	LOC106346951
106346952	BnaA06g13690D	uncharacterized BNAA06G13690D	BNAA06G13690D
106346954	BnaA06g13680D	alkylbase DNA glycosidase-like protein mag2	LOC106346954
106346955	BnaA06g13670D	sugar transporter ERD6-like 4	LOC106346955
106346957	BnaA06g38510D	probable methyltransferase PMT28	LOC106346957
106346965	BnaA06g13620D	protein BRASSINAZOLE-RESISTANT 2	LOC106346965
106346966	BnaA06g13610D	methyltransferase-like protein 2	LOC106346966
106346967	BnaA06g13440D	uncharacterized BNAA06G13440D	BNAA06G13440D
106346970	BnaA06g13390D	E3 ubiquitin-protein ligase RNF185	LOC106346970
106346975	BnaA06g13350D	probable flavin-containing monooxygenase 1	LOC106346975
106346976	BnaA01g26650D	DEAD-box ATP-dependent RNA helicase 51	LOC106346976
106346979	BnaA06g13320D	auxin response factor 19	LOC106346979
106346981	BnaA06g14140D	ATP sulfurylase 2	LOC106346981
106346987	BnaA06g14040D	auxin response factor 5	LOC106346987
106346990	BnaA01g26720D	protein ASPARTIC PROTEASE IN GUARD CELL 1	LOC106346990
106346998	BnaA01g26730D	protein CASP	LOC106346998
106347011	BnaA03g23500D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaC02g16070D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaA02g11680D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaC01g16760D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaA03g47010D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaC03g27880D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaA01g14270D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347011	BnaC07g39190D	protein transport protein Sec61 subunit gamma-1	LOC106347011
106347015	BnaCnng50610D	CBS domain-containing protein CBSCBSPB5	LOC106347015
106347018	BnaA01g26750D	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B	LOC106347018
106347025	BnaCnng28630D	vicilin-like seed storage protein At3g22640	LOC106347025
106347027	BnaCnng28670D	serine/threonine-protein kinase STY13	LOC106347027
106347034	BnaCnng14200D	VAN3-binding protein	LOC106347034
106347036	BnaC09g08970D	purple acid phosphatase 10	LOC106347036
106347037	BnaC09g08940D	F-box protein At2g16300	LOC106347037
106347039	BnaA01g26780D	protein SAWADEE HOMEODOMAIN HOMOLOG 2	LOC106347039
106347042	BnaC09g09000D	"protein FMP32, mitochondrial"	LOC106347042
106347045	BnaC09g09060D	peptidyl-prolyl cis-trans isomerase-like	Rotamase
106347045	BnaC09g09060D	peptidyl-prolyl cis-trans isomerase-like	PPIase
106347045	BnaC09g09060D	peptidyl-prolyl cis-trans isomerase-like	LOC106347045
106347045	BnaC09g09060D	peptidyl-prolyl cis-trans isomerase-like	ROT1
106347045	BnaC09g09060D	peptidyl-prolyl cis-trans isomerase-like	CyP
106347047	BnaC09g09140D	WD-40 repeat-containing protein MSI2	LOC106347047
106347048	BnaC09g09130D	basic leucine zipper 23	BNAC09G09130D
106347049	BnaC09g09160D	uncharacterized BNAC09G09160D	BNAC09G09160D
106347063	BnaA06g14140D	ATP sulfurylase 2	LOC106347063
106347070	BnaC05g15540D	ER lumen protein-retaining receptor erd-2.2-like	LOC106347070
106347073	BnaA06g14230D	uncharacterized BNAA06G14230D	BNAA06G14230D
106347076	BnaC05g15660D	SKP1-like protein 3	LOC106347076
106347082	BnaCnng49470D	uncharacterized BNACNNG49470D	BNACNNG49470D
106347084	BnaCnng20640D	V-type proton ATPase subunit B3	LOC106347084
106347085	BnaA01g26820D	zinc finger protein BRUTUS	BNAA01G26820D
106347086	BnaCnng20650D	probable prolyl 4-hydroxylase 3	LOC106347086
106347122	BnaA09g29050D	uncharacterized BNAA09G29050D	BNAA09G29050D
106347124	BnaA09g29000D	UDP-glucose 6-dehydrogenase 1	LOC106347124
106347126	BnaA09g28960D	putative pentatricopeptide repeat-containing protein At1g26500	LOC106347126
106347127	BnaA09g28970D	COBW domain-containing protein 1	LOC106347127
106347128	BnaA09g28930D	"pentatricopeptide repeat-containing protein At1g26460, mitochondrial"	LOC106347128
106347134	BnaA09g28880D	pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10	LOC106347134
106347140	BnaA09g28750D	probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL1	LOC106347140
106347142	BnaA09g28720D	SUPPRESSOR OF GAMMA RESPONSE 1	LOC106347142
106347151	BnaA09g28610D	AP-4 complex subunit epsilon	LOC106347151
106347169	BnaA09g54510D	uncharacterized BNAA09G54510D	BNAA09G54510D
106347171	BnaA09g28490D	"nicotinamide adenine dinucleotide transporter 2, mitochondrial"	LOC106347171
106347172	BnaA09g28480D	uncharacterized BNAA09G28480D	BNAA09G28480D
106347175	BnaA05g10200D	probable peroxygenase 3	LOC106347175
106347180	BnaA05g10140D	"multiple organellar RNA editing factor 2, chloroplastic"	LOC106347180
106347182	BnaA05g10070D	eukaryotic translation initiation factor 3 subunit C	LOC106347182
106347189	BnaA05g10000D	protein OS-9 homolog	LOC106347189
106347191	BnaA05g09980D	probable protein phosphatase 2C 27	LOC106347191
106347199	BnaA05g09830D	dormancy-associated protein homolog 1	LOC106347199
106347200	BnaA05g09800D	"protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial"	LOC106347200
106347220	BnaA01g26980D	receptor for activated C kinase 1C	LOC106347220
106347225	BnaC06g31140D	paired amphipathic helix protein Sin3-like 4	LOC106347225
106347227	BnaC06g31170D	"pyruvate dehydrogenase E1 component subunit alpha-2, mitochondrial"	LOC106347227
106347232	BnaC06g31250D	formin-like protein 8	LOC106347232
106347233	BnaC06g31260D	zinc finger MYND domain-containing protein 15	LOC106347233
106347245	BnaC05g50690D	telomere repeat-binding factor 1	LOC106347245
106347267	BnaC05g15890D	small nuclear ribonucleoprotein SmD3b	LOC106347267
106347268	BnaC05g15880D	dolichol-phosphate mannosyltransferase subunit 1	LOC106347268
106347270	BnaC05g15860D	O-fucosyltransferase 6	BNAC05G15860D
106347274	BnaC05g15840D	protein ALTERED PHOSPHATE STARVATION RESPONSE 1	BNAC05G15840D
106347282	BnaC05g15780D	dehydrin ERD10-like	LOC106347282
106347282	BnaC05g15780D	dehydrin ERD10-like	dehydrin
106347282	BnaC05g15780D	dehydrin ERD10-like	ERD10
106347291	BnaA06g14740D	RNA-binding protein 24	LOC106347291
106347295	BnaA06g38560D	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 1	LOC106347295
106347297	BnaA06g14810D	squamosa promoter-binding-like protein 14	LOC106347297
106347300	BnaA06g14860D	protein MIZU-KUSSEI 1	LOC106347300
106347315	BnaA03g11670D	protein translation factor SUI1 homolog	LOC106347315
106347320	BnaA01g27160D	uncharacterized BNAA01G27160D	BNAA01G27160D
106347327	BnaA06g15070D	nuclear speckle RNA-binding protein B	BNAA06G15070D
106347329	BnaA10g28160D	nuclear speckle RNA-binding protein B	LOC106347329
106347340	BnaA06g15040D	uncharacterized LOC106347340	LOC106347340
106347347	BnaA06g14950D	indole glucosinolate O-methyltransferase 4	LOC106347347
106347349	BnaA06g14920D	early nodulin-like protein 1	LOC106347349
106347352	BnaA06g15120D	TOM1-like protein 3	LOC106347352
106347358	BnaA06g15170D	scarecrow-like protein 1	LOC106347358
106347363	BnaA06g15210D	uncharacterized LOC106347363	LOC106347363
106347365	BnaA06g15270D	probable acyl-activating enzyme 9	LOC106347365
106347382	BnaA06g15450D	proteasome subunit beta type-3-A	LOC106347382
106347382	BnaC05g17050D	proteasome subunit beta type-3-A	LOC106347382
106347386	BnaA06g15530D	BTB/POZ domain-containing protein At1g21780	LOC106347386
106347387	BnaA01g36890D	probable inactive receptor kinase RLK902	LOC106347387
106347389	BnaA06g15540D	TLC domain-containing protein 2	LOC106347389
106347414	BnaA06g15820D	translation initiation factor IF-2	LOC106347414
106347415	BnaA01g27800D	"dihydropyrimidine dehydrogenase (NADP(+)), chloroplastic"	LOC106347415
106347418	BnaA06g15870D	NAC domain-containing protein 62	NAC62-1.1
106347418	BnaA06g15870D	NAC domain-containing protein 62	LOC106347418
106347424	BnaA06g16050D	protein ABIL2	LOC106347424
106347434	BnaA01g27820D	uncharacterized BNAA01G27820D	BNAA01G27820D
106347437	BnaA06g16150D	peroxidase 34	LOC106347437
106347444	BnaA01g27850D	"probable cyclic nucleotide-gated ion channel 20, chloroplastic"	LOC106347444
106347447	BnaA06g16250D	60S ribosomal protein L13-1-like	LOC106347447
106347449	BnaC08g20790D	signal recognition particle 9 kDa protein	LOC106347449
106347449	BnaA06g16170D	signal recognition particle 9 kDa protein	LOC106347449
106347452	BnaA06g38660D	40S ribosomal protein S11-3	LOC106347452
106347462	BnaAnng19880D	probable protein S-acyltransferase 5	LOC106347462
106347467	BnaA01g27900D	probable metal-nicotianamine transporter YSL5	LOC106347467
106347499	BnaA05g19380D	uncharacterized LOC106347499	LOC106347499
106347525	BnaC05g05500D	histone H4	LOC106347525
106347525	BnaA09g33930D	histone H4	LOC106347525
106347525	BnaA06g18260D	histone H4	LOC106347525
106347525	BnaA03g17280D	histone H4	LOC106347525
106347525	BnaC03g11650D	histone H4	LOC106347525
106347525	BnaCnng67420D	histone H4	LOC106347525
106347525	BnaA09g49230D	histone H4	LOC106347525
106347525	BnaA04g21530D	histone H4	LOC106347525
106347525	BnaC03g55650D	histone H4	LOC106347525
106347525	BnaA02g06910D	histone H4	LOC106347525
106347525	BnaC04g15470D	histone H4	LOC106347525
106347525	BnaAnng15490D	histone H4	LOC106347525
106347525	BnaA05g06970D	histone H4	LOC106347525
106347525	BnaC06g37340D	histone H4	LOC106347525
106347525	BnaC03g20760D	histone H4	LOC106347525
106347525	BnaC03g26410D	histone H4	LOC106347525
106347525	BnaC04g39990D	histone H4	LOC106347525
106347525	BnaA04g16620D	histone H4	LOC106347525
106347525	BnaA07g14090D	histone H4	LOC106347525
106347525	BnaC08g02310D	histone H4	LOC106347525
106347525	BnaC08g43530D	histone H4	LOC106347525
106347525	BnaA03g09320D	histone H4	LOC106347525
106347525	BnaC02g44320D	histone H4	LOC106347525
106347525	BnaA03g22040D	histone H4	LOC106347525
106347525	BnaA06g04180D	histone H4	LOC106347525
106347525	BnaA06g04320D	histone H4	LOC106347525
106347538	BnaA09g30250D	"thiamine biosynthetic bifunctional enzyme BTH1, chloroplastic"	LOC106347538
106347538	BnaA09g30250D	"thiamine biosynthetic bifunctional enzyme BTH1, chloroplastic"	BTH1
106347558	BnaC03g56170D	tubulin beta-2 chain	LOC106347558
106347558	BnaA06g22200D	tubulin beta-2 chain	LOC106347558
106347558	BnaC03g75120D	tubulin beta-2 chain	LOC106347558
106347558	BnaC03g51550D	tubulin beta-2 chain	LOC106347558
106347596	BnaC03g57270D	"succinate dehydrogenase subunit 7A, mitochondrial"	LOC106347596
106347599	BnaC03g57240D	vacuolar protein sorting-associated protein 29	LOC106347599
106347602	BnaC03g57210D	ABC transporter A family member 7	LOC106347602
106347608	BnaC03g57120D	pectinesterase 1	LOC106347608
106347632	BnaA06g17210D	microtubule-associated protein RP/EB family member 1A	LOC106347632
106347637	BnaCnng32750D	sorbitol dehydrogenase	LOC106347637
106347644	BnaCnng69290D	uncharacterized BNACNNG69290D	BNACNNG69290D
106347688	BnaAnng30660D	NDR1/HIN1-like protein 1	LOC106347688
106347696	BnaA06g38880D	MD-2-related lipid-recognition protein ROSY1	LOC106347696
106347702	BnaA06g20200D	glutathione S-transferase U27	LOC106347702
106347709	BnaA06g20460D	actin-12	LOC106347709
106347711	BnaC03g75120D	tubulin beta-2 chain	LOC106347711
106347711	BnaC03g51550D	tubulin beta-2 chain	LOC106347711
106347711	BnaA06g22200D	tubulin beta-2 chain	LOC106347711
106347711	BnaC03g56170D	tubulin beta-2 chain	LOC106347711
106347723	BnaC02g36310D	transcription factor ICE1	LOC106347723
106347723	BnaC02g36310D	transcription factor ICE1	BnabHLH101
106347723	BnaC02g36310D	transcription factor ICE1	bHLH116.1
106347725	BnaC02g36340D	uncharacterized BNAC02G36340D	BNAC02G36340D
106347727	BnaC02g36370D	protein AUXIN SIGNALING F-BOX 2	LOC106347727
106347729	BnaC02g36400D	"phytyl ester synthase 2, chloroplastic"	LOC106347729
106347735	BnaC02g36490D	double-stranded RNA-binding protein 3	LOC106347735
106347736	BnaC02g36500D	probable protein S-acyltransferase 7	LOC106347736
106347747	BnaCnng26130D	methylthioribose kinase	LOC106347747
106347748	BnaCnng72430D	transcription factor HHO6	LOC106347748
106347803	BnaA08g04920D	chloroplast envelope quinone oxidoreductase homolog	LOC106347803
106347804	BnaA08g04910D	cytochrome b561 and DOMON domain-containing protein At4g12980	LOC106347804
106347810	BnaC09g28300D	protein phosphatase inhibitor 2	LOC106347810
106347811	BnaC09g28320D	putative uncharacterized protein DDB_G0287975	LOC106347811
106347813	BnaCnng38080D	membrane steroid-binding protein 1	LOC106347813
106347823	BnaC04g31830D	"protease Do-like 8, chloroplastic"	LOC106347823
106347829	BnaCnng47880D	plant cysteine oxidase 2	LOC106347829
106347862	BnaCnng51060D	peroxidase 71	LOC106347862
106347893	BnaC03g50150D	NAC domain-containing protein 82-like	LOC106347893
106347893	BnaC03g50150D	NAC domain-containing protein 82-like	NAC103.1
106347914	BnaAnng22690D	mediator of RNA polymerase II transcription subunit 30	LOC106347914
106347924	BnaA06g39150D	uncharacterized LOC106347924	LOC106347924
106347936	BnaA06g22890D	uncharacterized BNAA06G22890D	BNAA06G22890D
106347954	BnaA06g23150D	uncharacterized LOC106347954	LOC106347954
106347963	BnaC02g42940D	uncharacterized BNAC02G42940D	BNAC02G42940D
106347991	BnaA06g24200D	actin-related protein 2/3 complex subunit 5A	LOC106347991
106347994	BnaA06g24150D	"50S ribosomal protein L29, chloroplastic"	LOC106347994
106347995	BnaA06g24140D	transcription factor TGA1	LOC106347995
106348023	BnaA06g23750D	probable WRKY transcription factor 51	LOC106348023
106348025	BnaA06g23710D	ethylene-responsive transcription factor ABR1	LOC106348025
106348026	BnaA06g23700D	cellulose synthase A catalytic subunit 6 [UDP-forming]	LOC106348026
106348032	BnaAnng30240D	cell wall / vacuolar inhibitor of fructosidase 2	LOC106348032
106348040	BnaAnng15070D	fatty acid amide hydrolase	LOC106348040
106348046	BnaA06g23470D	uncharacterized BNAA06G23470D	BNAA06G23470D
106348051	BnaAnng15080D	leucine-rich repeat extensin-like protein 3	LOC106348051
106348053	BnaAnng15100D	"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial"	LOC106348053
106348055	BnaAnng15120D	beta-ureidopropionase	LOC106348055
106348059	BnaAnng15150D	peptidyl-prolyl cis-trans isomerase FKBP12	LOC106348059
106348064	BnaA06g23430D	classical arabinogalactan protein 1-like	LOC106348064
106348065	BnaA06g23420D	"bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic"	LOC106348065
106348066	BnaA06g23410D	"dicarboxylate transporter 2.1, chloroplastic"	LOC106348066
106348067	BnaA06g23380D	protein EXORDIUM-like 2	LOC106348067
106348071	BnaA06g23320D	protein LNK1	BNAA06G23320D
106348074	BnaA06g23310D	uncharacterized BNAA06G23310D	BNAA06G23310D
106348075	BnaA06g23330D	uncharacterized LOC106348075	LOC106348075
106348078	BnaA06g23270D	peroxidase 71	LOC106348078
106348084	BnaA06g23190D	"photosystem I reaction center subunit N, chloroplastic-like"	LOC106348084
106348095	BnaCnng13350D	lysosomal Pro-X carboxypeptidase	LOC106348095
106348098	BnaCnng13320D	E3 ubiquitin-protein ligase FANCL	LOC106348098
106348099	BnaCnng13310D	probable xyloglucan endotransglucosylase/hydrolase protein 6	LOC106348099
