"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106348170" "GO:0000463" "BP" "DEAD-box ATP-dependent RNA helicase 27" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA06g24840D" "DEAD-box ATP-dependent RNA helicase 27" "LOC106348170" 2.36666358170076 1.88952398329571e-06
"106348175" NA NA NA NA "BnaA06g24800D" "protein arginine N-methyltransferase 2" "LOC106348175" 2.34259262757129 1.00592644181604e-06
"106348188" NA NA NA NA "BnaA06g24620D" "probable sphingolipid transporter spinster homolog 1" "LOC106348188" 3.71343402266276 9.10801057832101e-15
"106348213" "GO:0006535" "BP" "serine acetyltransferase 2" "cysteine biosynthetic process from serine" "BnaA06g25690D" "serine acetyltransferase 2" "LOC106348213" 2.15585185844932 2.27808994090599e-05
"106348216" "GO:0006468" "BP" "serine/threonine-protein kinase STY8" "protein phosphorylation" "BnaA06g25660D" "serine/threonine-protein kinase STY8" "LOC106348216" 3.32161502172956 3.08276096734338e-11
"106348237" "GO:0031145" "BP" "anaphase-promoting complex subunit 10" "anaphase-promoting complex-dependent catabolic process" "BnaA06g25330D" "anaphase-promoting complex subunit 10" "LOC106348237" 2.02397467436219 0.00033966121736863
"106348237" "GO:0007049" "BP" "anaphase-promoting complex subunit 10" "cell cycle" "BnaA06g25330D" "anaphase-promoting complex subunit 10" "LOC106348237" 2.02397467436219 0.00033966121736863
"106348237" "GO:0051301" "BP" "anaphase-promoting complex subunit 10" "cell division" "BnaA06g25330D" "anaphase-promoting complex subunit 10" "LOC106348237" 2.02397467436219 0.00033966121736863
"106348237" "GO:0070979" "BP" "anaphase-promoting complex subunit 10" "protein K11-linked ubiquitination" "BnaA06g25330D" "anaphase-promoting complex subunit 10" "LOC106348237" 2.02397467436219 0.00033966121736863
"106348257" "GO:0005975" "BP" "probable 6-phosphogluconolactonase 5" "carbohydrate metabolic process" "BnaA06g39290D" "probable 6-phosphogluconolactonase 5" "LOC106348257" 4.93661477040182 0.00015897971918553
"106348257" "GO:0009051" "BP" "probable 6-phosphogluconolactonase 5" "pentose-phosphate shunt, oxidative branch" "BnaA06g39290D" "probable 6-phosphogluconolactonase 5" "LOC106348257" 4.93661477040182 0.00015897971918553
"106348325" "GO:0006412" "BP" "50S ribosomal protein L24-like" "translation" "BnaA09g05260D" "50S ribosomal protein L24-like" "LOC106348325" 1.3344584722397 0.0212239247731509
"106348371" "GO:0006749" "BP" "glutathione S-transferase F9" "glutathione metabolic process" "BnaA04g17910D" "glutathione S-transferase F9" "LOC106348371" 2.64489791727492 9.52167208660398e-06
"106348371" "GO:0042221" "BP" "glutathione S-transferase F9" "response to chemical" "BnaA04g17910D" "glutathione S-transferase F9" "LOC106348371" 2.64489791727492 9.52167208660398e-06
"106348393" "GO:0015979" "BP" "photosystem II reaction center W protein, chloroplastic" "photosynthesis" "BnaA04g17660D" "photosystem II reaction center W protein, chloroplastic" "LOC106348393" 3.27890306141032 0.00959267836896281
"106348393" "GO:0042549" "BP" "photosystem II reaction center W protein, chloroplastic" "photosystem II stabilization" "BnaA04g17660D" "photosystem II reaction center W protein, chloroplastic" "LOC106348393" 3.27890306141032 0.00959267836896281
"106348442" NA NA NA NA "BnaC06g06760D" "GDSL esterase/lipase At1g54020-like" "MyAP1" 3.69724933123448 7.59891591048641e-13
"106348457" "GO:0034063" "BP" "polyadenylate-binding protein-interacting protein 3" "stress granule assembly" "BnaC06g06960D" "polyadenylate-binding protein-interacting protein 3" "LOC106348457" 1.46705922716973 0.00082913098275318
"106348466" "GO:0046470" "BP" "phospholipase D alpha 4" "phosphatidylcholine metabolic process" "BnaC06g07140D" "phospholipase D alpha 4" "LOC106348466" 1.56050681160178 0.00817308730982295
"106348466" "GO:0009395" "BP" "phospholipase D alpha 4" "phospholipid catabolic process" "BnaC06g07140D" "phospholipase D alpha 4" "LOC106348466" 1.56050681160178 0.00817308730982295
"106348468" "GO:0030154" "BP" "protein FLX-like 3" "cell differentiation" "BnaC06g07130D" "protein FLX-like 3" "LOC106348468" 1.96976337165788 5.49542539424947e-05
"106348574" "GO:0071951" "BP" "methionyl-tRNA formyltransferase" "conversion of methionyl-tRNA to N-formyl-methionyl-tRNA" "BnaC06g27510D" "methionyl-tRNA formyltransferase" "LOC106348574" 3.34764341061813 0.000299405250312378
"106348576" "GO:0018027" "BP" "EEF1A lysine methyltransferase 2" "peptidyl-lysine dimethylation" "BnaC06g27570D" "EEF1A lysine methyltransferase 2" "LOC106348576" 1.3807273549668 0.00286088865325111
"106348576" "GO:0018026" "BP" "EEF1A lysine methyltransferase 2" "peptidyl-lysine monomethylation" "BnaC06g27570D" "EEF1A lysine methyltransferase 2" "LOC106348576" 1.3807273549668 0.00286088865325111
"106348623" "GO:0045037" "BP" "outer envelope pore protein 16-1, chloroplastic-like" "protein import into chloroplast stroma" "BnaC04g15130D" "outer envelope pore protein 16-1, chloroplastic-like" "LOC106348623" 2.738327639015 1.9656814865709e-09
"106348639" NA NA NA NA "BnaC07g49430D" "trihelix transcription factor GTL2" "LOC106348639" 2.68986242127536 0.00331604460486171
"106348641" NA NA NA NA "BnaC07g49460D" "uncharacterized LOC106348641" "LOC106348641" 1.46309345671734 0.0418815986348429
"106348644" "GO:0006412" "BP" "40S ribosomal protein S24-1" "translation" "BnaC07g27610D" "40S ribosomal protein S24-1" "LOC106348644" 2.66172836325485 4.91873026061356e-09
"106348847" "GO:0006241" "BP" "nucleoside diphosphate kinase 1" "CTP biosynthetic process" "BnaCnng73880D" "nucleoside diphosphate kinase 1" "LOC106348847" 2.22152660147754 0.000696039601412124
"106348847" "GO:0006183" "BP" "nucleoside diphosphate kinase 1" "GTP biosynthetic process" "BnaCnng73880D" "nucleoside diphosphate kinase 1" "LOC106348847" 2.22152660147754 0.000696039601412124
"106348847" "GO:0006165" "BP" "nucleoside diphosphate kinase 1" "nucleoside diphosphate phosphorylation" "BnaCnng73880D" "nucleoside diphosphate kinase 1" "LOC106348847" 2.22152660147754 0.000696039601412124
"106348847" "GO:0006228" "BP" "nucleoside diphosphate kinase 1" "UTP biosynthetic process" "BnaCnng73880D" "nucleoside diphosphate kinase 1" "LOC106348847" 2.22152660147754 0.000696039601412124
"106348910" "GO:0009854" "BP" "glycolate oxidase 1" "oxidative photosynthetic carbon pathway" "BnaC01g36940D" "glycolate oxidase 1" "LOC106348910" 5.2934593209314 3.17644945386991e-08
"106348910" "GO:0051707" "BP" "glycolate oxidase 1" "response to other organism" "BnaC01g36940D" "glycolate oxidase 1" "LOC106348910" 5.2934593209314 3.17644945386991e-08
"106348931" "GO:0032469" "BP" "uncharacterized protein At5g49945" "endoplasmic reticulum calcium ion homeostasis" "BnaCnng62200D" "uncharacterized protein At5g49945" "BNACNNG62200D" 1.28607194737672 0.00713543232105858
"106348964" "GO:0051085" "BP" "chaperone protein dnaJ GFA2, mitochondrial" "chaperone cofactor-dependent protein refolding" "BnaC07g49210D" "chaperone protein dnaJ GFA2, mitochondrial" "LOC106348964" 2.02065848186044 0.000300271364768215
"106348964" "GO:0042026" "BP" "chaperone protein dnaJ GFA2, mitochondrial" "protein refolding" "BnaC07g49210D" "chaperone protein dnaJ GFA2, mitochondrial" "LOC106348964" 2.02065848186044 0.000300271364768215
"106348964" "GO:0009408" "BP" "chaperone protein dnaJ GFA2, mitochondrial" "response to heat" "BnaC07g49210D" "chaperone protein dnaJ GFA2, mitochondrial" "LOC106348964" 2.02065848186044 0.000300271364768215
"106349016" "GO:0017148" "BP" "60S ribosomal protein L13a-4-like" "negative regulation of translation" "BnaA02g30400D" "60S ribosomal protein L13a-4-like" "LOC106349016" 2.03845025222112 1.16741250499989e-07
"106349016" "GO:0006412" "BP" "60S ribosomal protein L13a-4-like" "translation" "BnaA02g30400D" "60S ribosomal protein L13a-4-like" "LOC106349016" 2.03845025222112 1.16741250499989e-07
"106349019" "GO:0006633" "BP" "3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplastic" "fatty acid biosynthetic process" "BnaA09g12890D" "3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplastic" "LOC106349019" 1.16531239936168 0.0431669886567284
"106349031" NA NA NA NA "BnaC04g08260D" "pentatricopeptide repeat-containing protein At2g36980, mitochondrial" "LOC106349031" 2.54295115911523 0.000486100878399038
"106349095" "GO:0016024" "BP" "phosphatidate cytidylyltransferase 1" "CDP-diacylglycerol biosynthetic process" "BnaA09g13270D" "phosphatidate cytidylyltransferase 1" "LOC106349095" 1.41703519473811 0.00453282399440879
"106349298" NA NA NA NA "BnaA01g29130D" "protein trichome birefringence-like 41" "LOC106349298" 2.34354646931042 0.00177120897891791
"106349340" NA NA NA NA "BnaA06g32910D" "glycine-rich RNA-binding protein RZ1A" "LOC106349340" 2.16287326468848 3.75648840469742e-06
"106349374" "GO:0060261" "BP" "mediator-associated protein 3" "positive regulation of transcription initiation by RNA polymerase II" "BnaCnng39040D" "mediator-associated protein 3" "LOC106349374" 2.94292462894664 7.59993500572046e-10
"106349412" "GO:0006086" "BP" "dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic" "acetyl-CoA biosynthetic process from pyruvate" "BnaA06g33300D" "dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic" "LOC106349412" 1.10246472434356 0.0295393062850222
"106349414" NA NA NA NA "BnaA06g33270D" "ethylene-responsive transcription factor ERF119" "LOC106349414" 1.85410955073876 0.00468044005120801
"106349417" "GO:0006412" "BP" "50S ribosomal protein L15, chloroplastic-like" "translation" "BnaA06g33230D" "50S ribosomal protein L15, chloroplastic-like" "LOC106349417" 2.47366835849492 5.15680122797176e-06
"106349452" "GO:0000463" "BP" "60S ribosomal protein L7-2" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA06g35050D" "60S ribosomal protein L7-2" "LOC106349452" 2.12060055259014 1.24568410164738e-05
"106349511" "GO:0071704" "BP" "probable cinnamyl alcohol dehydrogenase 9" "organic substance metabolic process" "BnaA06g40660D" "probable cinnamyl alcohol dehydrogenase 9" "LOC106349511" 3.63172432533285 0.0337206355717522
"106349533" NA NA NA NA "BnaA06g37050D" "7-methyl-GTP pyrophosphatase" "LOC106349533" 1.24175622052047 0.0282171692881269
"106349542" "GO:0045899" "BP" "26S proteasome regulatory subunit 10B homolog A" "positive regulation of RNA polymerase II transcription preinitiation complex assembly" "BnaA06g36950D" "26S proteasome regulatory subunit 10B homolog A" "LOC106349542" 1.54919083751201 0.00236066244763994
"106349542" "GO:0043161" "BP" "26S proteasome regulatory subunit 10B homolog A" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaA06g36950D" "26S proteasome regulatory subunit 10B homolog A" "LOC106349542" 1.54919083751201 0.00236066244763994
"106349542" "GO:0030433" "BP" "26S proteasome regulatory subunit 10B homolog A" "ubiquitin-dependent ERAD pathway" "BnaA06g36950D" "26S proteasome regulatory subunit 10B homolog A" "LOC106349542" 1.54919083751201 0.00236066244763994
"106349550" NA NA NA NA "BnaA06g36780D" "squamosa promoter-binding-like protein 2" "LOC106349550" 2.5898168801012 0.00208170051447932
"106349565" NA NA NA NA "BnaC01g35970D" "probable histone H2A variant 3" "LOC106349565" 1.56618531296453 0.0328026911171484
"106349789" "GO:0031119" "BP" "tRNA pseudouridine synthase A" "tRNA pseudouridine synthesis" "BnaCnng35560D" "tRNA pseudouridine synthase A" "LOC106349789" 1.76091488838073 0.000769833058785596
"106349857" NA NA NA NA "BnaA06g11060D" "uncharacterized BNAA06G11060D" "BNAA06G11060D" 6.65206019116724 0.00131162275343769
"106349863" NA NA NA NA "BnaA06g10880D" "uncharacterized BNAA06G10880D" "BNAA06G10880D" 2.59059904793902 0.00940803789621867
"106350347" "GO:0010468" "BP" "protein PLASTID REDOX INSENSITIVE 2, chloroplastic" "regulation of gene expression" "BnaCnng28080D" "protein PLASTID REDOX INSENSITIVE 2, chloroplastic" "BNACNNG28080D" 3.72850080751971 0.00186225095026456
"106350490" NA NA NA NA "BnaC05g07870D" "putative pentatricopeptide repeat-containing protein At1g10330" "LOC106350490" 2.27720004910447 0.000368363422398292
"106350585" NA NA NA NA "BnaA04g17270D" "F-box/kelch-repeat protein At4g38940" "LOC106350585" 5.96474550866427 0.000476746562034205
"106350665" "GO:0008202" "BP" "ergosterol biosynthetic protein 28" "steroid metabolic process" "BnaC05g07790D" "ergosterol biosynthetic protein 28" "LOC106350665" 2.18560369686191 0.000432989227723006
"106350977" "GO:0009699" "BP" "dirigent protein 20" "phenylpropanoid biosynthetic process" "BnaA06g00460D" "dirigent protein 20" "LOC106350977" 10.5181609227074 1.15121172127427e-24
"106351199" "GO:0006430" "BP" "lysine--tRNA ligase, cytoplasmic" "lysyl-tRNA aminoacylation" "BnaAnng09530D" "lysine--tRNA ligase, cytoplasmic" "LOC106351199" 1.52149128279553 0.00155808511945529
"106351294" "GO:0000492" "BP" "NOP protein chaperone 1" "box C/D snoRNP assembly" "BnaC04g30010D" "NOP protein chaperone 1" "BNAC04G30010D" 5.84643234923804 1.69557935758895e-06
"106351328" "GO:0009785" "BP" "protein BIC1" "blue light signaling pathway" "BnaA04g05270D" "protein BIC1" "BNAA04G05270D" 10.354562151097 3.02041159429895e-15
"106351362" "GO:0000028" "BP" "40S ribosomal protein S5-1-like" "ribosomal small subunit assembly" "BnaAnng09380D" "40S ribosomal protein S5-1-like" "LOC106351362" 1.99772600500613 4.2645908831339e-06
"106351362" "GO:0006412" "BP" "40S ribosomal protein S5-1-like" "translation" "BnaAnng09380D" "40S ribosomal protein S5-1-like" "LOC106351362" 1.99772600500613 4.2645908831339e-06
"106351473" "GO:0044210" "BP" "CTP synthase" "'de novo' CTP biosynthetic process" "BnaA01g30410D" "CTP synthase" "LOC106351473" 2.73291614549266 6.97243995120616e-06
"106351473" "GO:0006241" "BP" "CTP synthase" "CTP biosynthetic process" "BnaA01g30410D" "CTP synthase" "LOC106351473" 2.73291614549266 6.97243995120616e-06
"106351473" "GO:0006541" "BP" "CTP synthase" "glutamine metabolic process" "BnaA01g30410D" "CTP synthase" "LOC106351473" 2.73291614549266 6.97243995120616e-06
"106351473" "GO:0019856" "BP" "CTP synthase" "pyrimidine nucleobase biosynthetic process" "BnaA01g30410D" "CTP synthase" "LOC106351473" 2.73291614549266 6.97243995120616e-06
"106351487" NA NA NA NA "BnaC09g09070D" "uncharacterized BNAC09G09070D" "BNAC09G09070D" 2.99971782404366 0.000744832731794788
"106351579" NA NA NA NA "BnaC05g15770D" "L-ascorbate oxidase homolog" "LOC106351579" 7.85430785049027 3.68882793905918e-07
"106351705" NA NA NA NA "BnaC03g57130D" "uncharacterized LOC106351705" "LOC106351705" 1.76323856992938 0.0109698314226518
"106351715" NA NA NA NA "BnaA06g17220D" "uncharacterized BNAA06G17220D" "BNAA06G17220D" 2.00426217016996 0.023713198798543
"106351771" NA NA NA NA "BnaA01g30830D" "leucine-rich repeat protein FLOR 1" "LOC106351771" 5.41738530032851 5.64732562959596e-05
"106351795" "GO:0016192" "BP" "protein cornichon homolog 1" "vesicle-mediated transport" "BnaA01g30800D" "protein cornichon homolog 1" "LOC106351795" 2.64341921255657 0.00066753387497646
"106351908" "GO:0000398" "BP" "WD repeat domain-containing protein 83" "mRNA splicing, via spliceosome" "BnaA06g23680D" "WD repeat domain-containing protein 83" "LOC106351908" 1.50283021765225 0.0193719352955951
"106351918" "GO:0030490" "BP" "40S ribosomal protein S28-2" "maturation of SSU-rRNA" "BnaC02g02880D" "40S ribosomal protein S28-2" "LOC106351918" 1.94670646665988 0.000224378407893116
"106351918" "GO:0000028" "BP" "40S ribosomal protein S28-2" "ribosomal small subunit assembly" "BnaC02g02880D" "40S ribosomal protein S28-2" "LOC106351918" 1.94670646665988 0.000224378407893116
"106351918" "GO:0006412" "BP" "40S ribosomal protein S28-2" "translation" "BnaC02g02880D" "40S ribosomal protein S28-2" "LOC106351918" 1.94670646665988 0.000224378407893116
"106351941" "GO:0006612" "BP" "nascent polypeptide-associated complex subunit alpha-like protein 1" "protein targeting to membrane" "BnaA01g30630D" "nascent polypeptide-associated complex subunit alpha-like protein 1" "LOC106351941" 1.51871359949549 0.000946945556048355
"106351956" NA NA NA NA "BnaC06g43540D" "calcium-binding protein CML24" "LOC106351956" 2.24652320977627 4.26786311279806e-06
"106351974" "GO:0030258" "BP" "lysophospholipid acyltransferase 2" "lipid modification" "BnaCnng41640D" "lysophospholipid acyltransferase 2" "LOC106351974" 1.53561027065608 0.00493784169223405
"106351974" "GO:0008654" "BP" "lysophospholipid acyltransferase 2" "phospholipid biosynthetic process" "BnaCnng41640D" "lysophospholipid acyltransferase 2" "LOC106351974" 1.53561027065608 0.00493784169223405
"106351974" "GO:0019432" "BP" "lysophospholipid acyltransferase 2" "triglyceride biosynthetic process" "BnaCnng41640D" "lysophospholipid acyltransferase 2" "LOC106351974" 1.53561027065608 0.00493784169223405
"106352083" NA NA NA NA "BnaCnng55290D" "phosphatidylcholine:diacylglycerol cholinephosphotransferase 1" "LOC106352083" 5.93458501326081 0.00561113449679869
"106352090" NA NA NA NA "BnaC07g03770D" "peptidyl-prolyl cis-trans isomerase Pin1" "LOC106352090" 1.36639732509324 0.00100074294535631
"106352159" "GO:0006370" "BP" "mRNA-capping enzyme" "7-methylguanosine mRNA capping" "BnaC07g49450D" "mRNA-capping enzyme" "LOC106352159" 1.32089230376868 0.0334157103486411
"106352477" NA NA NA NA "BnaA06g40600D" "alkane hydroxylase MAH1" "LOC106352477" 10.0139727046558 0.0243262962805379
"106352488" "GO:0010608" "BP" "pumilio homolog 14" "post-transcriptional regulation of gene expression" "BnaA06g36900D" "pumilio homolog 14" "LOC106352488" 2.02975925552014 0.00150660583727273
"106352488" "GO:0006417" "BP" "pumilio homolog 14" "regulation of translation" "BnaA06g36900D" "pumilio homolog 14" "LOC106352488" 2.02975925552014 0.00150660583727273
