"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS"
"106354405" "GO:0018105" "BP" "calcium-dependent protein kinase 30" "peptidyl-serine phosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "LOC106354405"
"106354405" "GO:0018105" "BP" "calcium-dependent protein kinase 30" "peptidyl-serine phosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "CPK30.1"
"106354405" "GO:0046777" "BP" "calcium-dependent protein kinase 30" "protein autophosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "LOC106354405"
"106354405" "GO:0046777" "BP" "calcium-dependent protein kinase 30" "protein autophosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "CPK30.1"
"106354405" "GO:0035556" "BP" "calcium-dependent protein kinase 30" "intracellular signal transduction" "BnaA07g31710D" "calcium-dependent protein kinase 30" "LOC106354405"
"106354405" "GO:0035556" "BP" "calcium-dependent protein kinase 30" "intracellular signal transduction" "BnaA07g31710D" "calcium-dependent protein kinase 30" "CPK30.1"
"106354405" "GO:0018105" "BP" "calcium-dependent protein kinase 30" "peptidyl-serine phosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "LOC106354405"
"106354405" "GO:0018105" "BP" "calcium-dependent protein kinase 30" "peptidyl-serine phosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "CPK30.1"
"106354405" "GO:0046777" "BP" "calcium-dependent protein kinase 30" "protein autophosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "LOC106354405"
"106354405" "GO:0046777" "BP" "calcium-dependent protein kinase 30" "protein autophosphorylation" "BnaA07g31710D" "calcium-dependent protein kinase 30" "CPK30.1"
"106354721" "GO:0010498" "BP" "proteasome subunit beta type-6" "proteasomal protein catabolic process" "BnaA08g12550D" "proteasome subunit beta type-6" "LOC106354721"
"106354873" "GO:0055085" "BP" "putative sugar transporter ERD6-like 13" "transmembrane transport" "BnaA05g36140D" "putative sugar transporter ERD6-like 13" "LOC106354873"
"106356083" "GO:0055085" "BP" "putative sugar transporter ERD6-like 13" "transmembrane transport" "BnaA05g36160D" "putative sugar transporter ERD6-like 13" "LOC106356083"
"106356333" NA NA NA NA "BnaA07g08500D" "B3 domain-containing transcription factor LEC2-like" "LOC106356333"
"106356425" "GO:0000082" "BP" "cyclin-dependent kinase B2-2" "G1/S transition of mitotic cell cycle" "BnaC07g15060D" "cyclin-dependent kinase B2-2" "LOC106356425"
"106356425" "GO:0006468" "BP" "cyclin-dependent kinase B2-2" "protein phosphorylation" "BnaC07g15060D" "cyclin-dependent kinase B2-2" "LOC106356425"
"106356425" "GO:0010389" "BP" "cyclin-dependent kinase B2-2" "regulation of G2/M transition of mitotic cell cycle" "BnaC07g15060D" "cyclin-dependent kinase B2-2" "LOC106356425"
"106356425" "GO:0010468" "BP" "cyclin-dependent kinase B2-2" "regulation of gene expression" "BnaC07g15060D" "cyclin-dependent kinase B2-2" "LOC106356425"
"106356425" "GO:0007165" "BP" "cyclin-dependent kinase B2-2" "signal transduction" "BnaC07g15060D" "cyclin-dependent kinase B2-2" "LOC106356425"
"106356722" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356722" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106356722"
"106356965" "GO:0009740" "BP" "gibberellin-regulated protein 1" "gibberellic acid mediated signaling pathway" "BnaA07g38510D" "gibberellin-regulated protein 1" "LOC106356965"
"106356995" NA NA NA NA "BnaCnng14580D" "thioredoxin domain-containing protein 3 homolog" "LOC106356995"
"106357059" NA NA NA NA "BnaC02g20100D" "probable peroxygenase 4" "LOC106357059"
"106357498" "GO:1901565" "BP" "reactive Intermediate Deaminase A, chloroplastic" "organonitrogen compound catabolic process" "BnaA05g36080D" "reactive Intermediate Deaminase A, chloroplastic" "LOC106357498"
"106357692" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357692" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106357692"
"106357909" "GO:0045487" "BP" "gibberellin 2-beta-dioxygenase 2" "gibberellin catabolic process" "BnaA07g07480D" "gibberellin 2-beta-dioxygenase 2" "LOC106357909"
"106357909" "GO:0009416" "BP" "gibberellin 2-beta-dioxygenase 2" "response to light stimulus" "BnaA07g07480D" "gibberellin 2-beta-dioxygenase 2" "LOC106357909"
"106357994" NA NA NA NA "BnaC09g15070D" "uncharacterized BNAC09G15070D" "BNAC09G15070D"
"106357995" "GO:0006749" "BP" "glutathione S-transferase U16" "glutathione metabolic process" "BnaC09g15080D" "glutathione S-transferase U16" "LOC106357995"
"106357995" "GO:0009407" "BP" "glutathione S-transferase U16" "toxin catabolic process" "BnaC09g15080D" "glutathione S-transferase U16" "LOC106357995"
"106358047" "GO:0006913" "BP" "nuclear transport factor 2B" "nucleocytoplasmic transport" "BnaA07g08680D" "nuclear transport factor 2B" "LOC106358047"
"106358086" NA NA NA NA "BnaA07g08930D" "uncharacterized BNAA07G08930D" "BNAA07G08930D"
"106358297" "GO:0006508" "BP" "subtilisin-like protease SBT1.7" "proteolysis" "BnaAnng14520D" "subtilisin-like protease SBT1.7" "LOC106358297"
"106358500" "GO:0036444" "BP" "calcium uniporter protein 3, mitochondrial" "calcium import into the mitochondrion" "BnaA07g12410D" "calcium uniporter protein 3, mitochondrial" "LOC106358500"
"106358500" "GO:0051560" "BP" "calcium uniporter protein 3, mitochondrial" "mitochondrial calcium ion homeostasis" "BnaA07g12410D" "calcium uniporter protein 3, mitochondrial" "LOC106358500"
"106359764" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaA03g50690D" "40S ribosomal protein S29-like" "LOC106359764"
"106359764" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaC01g04410D" "40S ribosomal protein S29-like" "LOC106359764"
"106359764" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaA03g50690D" "40S ribosomal protein S29-like" "LOC106359764"
"106359764" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaC01g04410D" "40S ribosomal protein S29-like" "LOC106359764"
"106359770" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC03g66290D" "40S ribosomal protein S29" "LOC106359770"
"106359802" NA NA NA NA "BnaA08g13200D" "GDSL esterase/lipase At4g30140-like" "LOC106359802"
"106359807" NA NA NA NA "BnaA08g13200D" "GDSL esterase/lipase At4g30140-like" "LOC106359807"
"106359829" "GO:0006952" "BP" "PAMP-induced secreted peptide 1" "defense response" "BnaC08g13060D" "PAMP-induced secreted peptide 1" "LOC106359829"
"106360095" NA NA NA NA "BnaA03g57770D" "protein NRT1/ PTR FAMILY 4.1" "LOC106360095"
"106360185" "GO:1990961" "BP" "protein DETOXIFICATION 31" "xenobiotic detoxification by transmembrane export across the plasma membrane" "BnaC03g56980D" "protein DETOXIFICATION 31" "LOC106360185"
"106360222" "GO:0006887" "BP" "syntaxin-125" "exocytosis" "BnaA08g25390D" "syntaxin-125" "LOC106360222"
"106360222" "GO:0006886" "BP" "syntaxin-125" "intracellular protein transport" "BnaA08g25390D" "syntaxin-125" "LOC106360222"
"106360222" "GO:0048278" "BP" "syntaxin-125" "vesicle docking" "BnaA08g25390D" "syntaxin-125" "LOC106360222"
"106360222" "GO:0006906" "BP" "syntaxin-125" "vesicle fusion" "BnaA08g25390D" "syntaxin-125" "LOC106360222"
"106360277" "GO:0034220" "BP" "aluminum-activated malate transporter 1-like" "ion transmembrane transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "LOC106360277"
"106360277" "GO:0034220" "BP" "aluminum-activated malate transporter 1-like" "ion transmembrane transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "BnALMT2"
"106360277" "GO:0015743" "BP" "aluminum-activated malate transporter 1-like" "malate transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "LOC106360277"
"106360277" "GO:0015743" "BP" "aluminum-activated malate transporter 1-like" "malate transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "BnALMT2"
"106360277" "GO:0034220" "BP" "aluminum-activated malate transporter 1-like" "ion transmembrane transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "LOC106360277"
"106360277" "GO:0034220" "BP" "aluminum-activated malate transporter 1-like" "ion transmembrane transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "BnALMT2"
"106360277" "GO:0015743" "BP" "aluminum-activated malate transporter 1-like" "malate transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "LOC106360277"
"106360277" "GO:0015743" "BP" "aluminum-activated malate transporter 1-like" "malate transport" "BnaA08g26970D" "aluminum-activated malate transporter 1-like" "BnALMT2"
"106360617" "GO:0019344" "BP" "cysteine synthase" "cysteine biosynthetic process" "BnaAnng27260D" "cysteine synthase" "LOC106360617"
"106360617" "GO:0006535" "BP" "cysteine synthase" "cysteine biosynthetic process from serine" "BnaAnng27260D" "cysteine synthase" "LOC106360617"
"106360735" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase-like" "protein folding" "BnaA09g08780D" "peptidyl-prolyl cis-trans isomerase-like" "LOC106360735"
"106360735" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase-like" "protein peptidyl-prolyl isomerization" "BnaA09g08780D" "peptidyl-prolyl cis-trans isomerase-like" "LOC106360735"
"106360872" "GO:0006412" "BP" "60S ribosomal protein L32-1" "translation" "BnaC07g35100D" "60S ribosomal protein L32-1" "LOC106360872"
"106361193" "GO:0090630" "BP" "rab GTPase-activating protein 22" "activation of GTPase activity" "BnaA08g13650D" "rab GTPase-activating protein 22" "LOC106361193"
"106361214" NA NA NA NA "BnaA08g13940D" "ethylene-responsive transcription factor CRF4" "LOC106361214"
"106361254" NA NA NA NA "BnaA05g13800D" "arabinogalactan protein 21-like" "LOC106361254"
"106361254" NA NA NA NA "BnaC06g10890D" "arabinogalactan protein 21-like" "LOC106361254"
"106361319" "GO:0043161" "BP" "26S proteasome non-ATPase regulatory subunit 6 homolog" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaA08g14610D" "26S proteasome non-ATPase regulatory subunit 6 homolog" "LOC106361319"
"106361323" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361323" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361323" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361323" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361323" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361323" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA08g14540D" "oleosin 18.5 kDa" "S3"
"106361323" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA08g14540D" "oleosin 18.5 kDa" "LOC106361323"
"106361468" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein folding" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaA08g16920D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361468" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP18-3" "protein peptidyl-prolyl isomerization" "BnaC03g60160D" "peptidyl-prolyl cis-trans isomerase CYP18-3" "LOC106361468"
"106361728" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361728" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361728" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361728" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0019915" "BP" "oleosin 18.5 kDa" "lipid storage" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361728" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0022414" "BP" "oleosin 18.5 kDa" "reproductive process" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361728" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA03g47170D" "oleosin 18.5 kDa" "S3"
"106361728" "GO:0019953" "BP" "oleosin 18.5 kDa" "sexual reproduction" "BnaA03g47170D" "oleosin 18.5 kDa" "LOC106361728"
"106361772" "GO:0005975" "BP" "citrate synthase 3, peroxisomal" "carbohydrate metabolic process" "BnaC04g52580D" "citrate synthase 3, peroxisomal" "LOC106361772"
"106361772" "GO:0006099" "BP" "citrate synthase 3, peroxisomal" "tricarboxylic acid cycle" "BnaC04g52580D" "citrate synthase 3, peroxisomal" "LOC106361772"
"106361781" NA NA NA NA "BnaA03g37390D" "aldehyde dehydrogenase family 2 member C4" "LOC106361781"
"106361899" NA NA NA NA "BnaC03g57650D" "cold shock protein 2" "LOC106361899"
"106361927" "GO:0055085" "BP" "CTL-like protein DDB_G0274487" "transmembrane transport" "BnaCnng04630D" "CTL-like protein DDB_G0274487" "LOC106361927"
"106361954" NA NA NA NA "BnaAnng18150D" "glycosyltransferase family 92 protein At1g27200" "LOC106361954"
"106362082" NA NA NA NA "BnaC08g15940D" "uncharacterized LOC106362082" "LOC106362082"
"106362151" "GO:0006351" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "DNA-templated transcription" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "ABC10"
"106362151" "GO:0006351" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "DNA-templated transcription" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "BRP10"
